setting,split,group,target_index,n_trials
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|53,53,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|54,54,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|55,55,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|56,56,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|57,57,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|58,58,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|59,59,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|60,60,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|62,62,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|63,63,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|64,64,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|65,65,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|68,68,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|69,69,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|70,70,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|71,71,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|73,73,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|74,74,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|75,75,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|77,77,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|78,78,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|79,79,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|80,80,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|81,81,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|82,82,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|83,83,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|84,84,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|86,86,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|87,87,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|88,88,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|90,90,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|91,91,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|92,92,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|93,93,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|95,95,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|97,97,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|98,98,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|99,99,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|100,100,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|101,101,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|102,102,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|103,103,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|105,105,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|106,106,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|107,107,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|108,108,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|109,109,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|110,110,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|111,111,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|112,112,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|113,113,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|114,114,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|115,115,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|116,116,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|117,117,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|118,118,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|119,119,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|121,121,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|124,124,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|125,125,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|126,126,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|127,127,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|128,128,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|129,129,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|130,130,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|132,132,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|134,134,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|135,135,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|137,137,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|138,138,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|139,139,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|141,141,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|144,144,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|145,145,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|146,146,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|147,147,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|148,148,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|149,149,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|150,150,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|152,152,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|153,153,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|154,154,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|157,157,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|158,158,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P06|159,159,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|1,1,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|3,3,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|4,4,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|5,5,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|6,6,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|7,7,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|8,8,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|9,9,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|10,10,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|12,12,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|13,13,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|14,14,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|15,15,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|16,16,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|20,20,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|21,21,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|22,22,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|23,23,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|24,24,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|25,25,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|26,26,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|27,27,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|28,28,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|29,29,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|31,31,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|32,32,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|33,33,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|34,34,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|35,35,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|36,36,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|37,37,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|39,39,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|40,40,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|41,41,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|43,43,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|44,44,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|45,45,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|46,46,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|47,47,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|48,48,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|49,49,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|50,50,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|51,51,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|53,53,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|54,54,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|55,55,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|56,56,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|57,57,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|58,58,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|59,59,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|60,60,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|62,62,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|63,63,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|64,64,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|65,65,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|68,68,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|69,69,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|70,70,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|71,71,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|73,73,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|74,74,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|75,75,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|77,77,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|78,78,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|79,79,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|80,80,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|81,81,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|82,82,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|83,83,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|84,84,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|86,86,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|87,87,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|88,88,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|90,90,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|91,91,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|92,92,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|93,93,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|95,95,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|97,97,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|98,98,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|99,99,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|100,100,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|101,101,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|102,102,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|103,103,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|105,105,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|106,106,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|107,107,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|108,108,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|109,109,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|110,110,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|111,111,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|112,112,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,train,P07|113,113,1
